Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),Week_days,Time_Orderd_Hours,Time_Orderd_Minutes,Time_Order_picked_Hours,Time_Order_picked_Minutes,Distance_Resturant_to_Location
29.0,4.7,Sandstorms,Medium,2,Snack,electric_scooter,0.0,No,Urban,25,Thursday,18,25,18,30,10.867300462045836
20.0,2.8,Sunny,Low,2,Drinks,scooter,1.0,No,Metropolitian,32,Wednesday,0,10,0,10,10.427235657896496
30.0,4.6,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,25,Monday,22,40,22,45,19.97456846935303
22.0,4.8,Stormy,Jam,2,Meal,scooter,1.0,No,Metropolitian,24,Friday,19,20,19,30,20.253686339517454
35.0,5.0,Fog,Jam,2,Buffet,scooter,2.0,No,Metropolitian,41,Wednesday,20,40,20,50,16.600272418856072
30.0,4.7,Stormy,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,52,Wednesday,19,20,19,30,19.916274899797408
24.0,4.3,Windy,Jam,0,Drinks,motorcycle,1.0,No,Urban,36,Sunday,20,10,20,25,12.58026782240096
33.0,4.7,Windy,Low,2,Buffet,motorcycle,1.0,No,Metropolitian,23,Monday,10,20,10,25,1.489829154062434
26.0,4.7,Windy,High,2,Drinks,motorcycle,0.0,No,Metropolitian,11,Tuesday,13,35,13,50,5.9592931098219735
33.0,4.7,Cloudy,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,28,Tuesday,18,15,18,20,4.681897889429664
32.0,4.9,Stormy,Jam,2,Snack,scooter,1.0,No,Metropolitian,30,Saturday,20,25,20,35,19.47162085242135
28.0,4.9,Stormy,High,1,Buffet,scooter,1.0,No,Metropolitian,13,Sunday,11,30,11,45,1.5581322655568652
26.0,4.8,Cloudy,Low,2,Drinks,scooter,0.0,No,Metropolitian,17,Sunday,8,20,8,25,1.5524082366562466
24.0,4.9,Windy,Jam,1,Drinks,motorcycle,0.0,No,Metropolitian,19,Friday,21,0,21,10,7.631538489437011
21.0,5.0,Sunny,Jam,1,Meal,scooter,0.0,No,Metropolitian,17,Monday,20,50,21,0,12.420728618905605
30.0,4.7,Windy,Medium,2,Meal,scooter,1.0,No,Urban,34,Wednesday,17,40,17,50,8.940047176804278
35.0,4.8,Sunny,Low,2,Snack,scooter,1.0,No,Metropolitian,12,Sunday,10,40,10,55,1.5527578022548725
31.0,4.9,Sunny,Medium,2,Snack,motorcycle,0.0,No,Metropolitian,22,Friday,18,15,18,25,13.184483852766968
30.0,4.7,Sunny,High,2,Drinks,electric_scooter,0.0,No,Metropolitian,14,Thursday,14,40,14,50,6.058680731793218
23.0,4.8,Sandstorms,Jam,1,Meal,scooter,1.0,No,Metropolitian,20,Friday,19,20,19,35,17.29786575291325
25.0,4.5,Sandstorms,High,1,Snack,scooter,0.0,No,Urban,10,Friday,13,15,13,20,6.058680731793218
20.0,4.9,Stormy,Medium,1,Meal,scooter,1.0,No,Metropolitian,22,Sunday,17,55,18,10,14.022253080995233
35.0,4.0,Windy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,44,Monday,21,45,21,55,13.830206237242956
22.0,4.8,Stormy,Jam,2,Buffet,scooter,0.0,No,Metropolitian,22,Wednesday,20,45,20,55,4.657597469270872
24.0,4.7,Sunny,Jam,1,Meal,motorcycle,0.0,No,Metropolitian,18,Monday,20,10,20,15,4.657999585570663
37.0,4.6,Sunny,Jam,1,Buffet,motorcycle,0.0,No,Metropolitian,19,Saturday,21,55,22,10,9.179538450826046
30.0,4.6,Stormy,Jam,0,Meal,motorcycle,2.0,No,Metropolitian,46,Friday,21,25,21,35,16.153774202105296
31.0,3.7,Cloudy,Low,2,Buffet,scooter,0.0,No,Metropolitian,39,Monday,22,35,22,45,10.641495972351702
29.0,4.7,Cloudy,High,1,Meal,scooter,1.0,No,Metropolitian,26,Monday,13,35,13,50,6.128249797982013
25.0,2.9,Sunny,Low,2,Buffet,scooter,2.0,No,Metropolitian,40,Wednesday,22,15,22,25,10.427667505405807
31.0,4.7,Cloudy,Low,2,Meal,scooter,1.0,No,Metropolitian,16,Monday,23,25,23,35,7.762499175710356
39.0,4.1,Sunny,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,34,Sunday,18,40,18,50,12.463943835956604
39.0,4.9,Sandstorms,Low,1,Buffet,scooter,1.0,No,Metropolitian,25,Sunday,22,50,22,55,11.00773476374462
20.0,5.0,Stormy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,19,Friday,17,15,17,25,19.760178243292938
20.0,4.8,Sunny,Medium,2,Meal,motorcycle,0.0,No,Urban,12,Saturday,17,45,17,50,10.708220667367794
35.0,4.7,Sandstorms,High,2,Drinks,scooter,0.0,No,Urban,25,Wednesday,14,35,14,50,6.208681984039767
28.0,4.6,Sandstorms,High,1,Meal,scooter,1.0,No,Metropolitian,22,Tuesday,12,40,12,55,6.232189890723436
22.0,4.7,Windy,High,0,Meal,motorcycle,0.0,No,Metropolitian,30,Thursday,11,20,11,30,3.064508186852737
23.0,4.7,Stormy,Low,1,Meal,motorcycle,1.0,No,Urban,11,Wednesday,22,10,22,25,13.406506203190968
24.0,4.7,Fog,Low,1,Snack,scooter,1.0,No,Metropolitian,28,Tuesday,23,30,23,35,11.916757259074618
38.0,4.9,Sandstorms,Medium,2,Buffet,electric_scooter,1.0,No,Metropolitian,23,Monday,18,20,18,35,13.785027203355993
35.0,4.9,Cloudy,High,2,Snack,scooter,1.0,No,Metropolitian,25,Tuesday,11,45,11,50,3.104463374954771
23.0,5.0,Fog,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,37,Friday,20,20,20,25,12.418029175076608
26.0,4.9,Windy,Low,2,Drinks,electric_scooter,0.0,No,Metropolitian,16,Wednesday,23,20,23,25,16.822056546203214
30.0,4.9,Fog,Medium,1,Buffet,scooter,1.0,No,Metropolitian,15,Thursday,16,20,16,35,6.217824017922212
21.0,4.8,Stormy,Low,1,Snack,scooter,0.0,No,Urban,12,Tuesday,9,5,9,15,1.5294841760997977
36.0,5.0,Cloudy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,43,Monday,23,20,23,35,10.564405615161895
32.0,4.7,Cloudy,Medium,0,Meal,motorcycle,2.0,No,Metropolitian,36,Friday,17,10,17,25,10.565179206181444
27.0,4.1,Sunny,High,0,Meal,motorcycle,3.0,No,Semi-Urban,54,Wednesday,13,30,13,35,6.210618323092562
22.0,4.7,Cloudy,Medium,2,Meal,scooter,0.0,No,Metropolitian,15,Sunday,18,10,18,25,4.658009301231346
34.0,4.6,Stormy,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,19,Wednesday,22,20,22,35,20.25310137263237
36.0,4.7,Stormy,Low,2,Drinks,scooter,1.0,No,Urban,20,Saturday,8,15,8,25,1.5125177574805933
38.0,4.6,Windy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,28,Tuesday,18,30,18,40,4.717601092054723
39.0,4.4,Sandstorms,High,0,Snack,motorcycle,0.0,No,Urban,49,Monday,12,45,12,55,6.037605711784208
28.0,4.9,Sunny,Low,0,Snack,motorcycle,1.0,No,Urban,18,Thursday,22,10,22,25,7.862668167410368
37.0,4.9,Sunny,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,21,Friday,21,45,21,55,7.761780026108867
34.0,5.0,Fog,Medium,1,Buffet,scooter,0.0,No,Metropolitian,18,Sunday,16,45,16,55,5.992231876439081
25.0,4.8,Stormy,Medium,2,Drinks,scooter,1.0,No,Urban,23,Sunday,18,35,18,45,14.023232083084483
24.0,4.4,Sunny,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,49,Saturday,20,45,20,50,4.717601092054723
38.0,4.1,Sandstorms,High,1,Drinks,motorcycle,1.0,No,Metropolitian,33,Sunday,13,15,13,25,5.8604207331306855
35.0,5.0,Cloudy,Medium,1,Meal,scooter,1.0,No,Metropolitian,35,Sunday,18,25,18,40,10.642292301678436
38.0,4.9,Windy,Medium,2,Snack,motorcycle,1.0,No,Metropolitian,29,Thursday,18,45,18,50,7.562364213495008
34.0,4.8,Cloudy,Jam,0,Snack,motorcycle,0.0,No,Urban,30,Tuesday,19,35,19,50,9.313691518325752
28.0,4.7,Windy,Jam,1,Buffet,scooter,1.0,No,Urban,22,Monday,20,35,20,50,13.68092007746041
38.0,4.6,Sunny,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,22,Sunday,17,55,18,5,9.07534450196205
32.0,4.0,Stormy,Medium,0,Snack,motorcycle,2.0,No,Metropolitian,34,Wednesday,17,50,18,0,16.822155609317257
31.0,4.5,Fog,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,22,Monday,8,25,8,30,3.0589506421330555
30.0,4.1,Windy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,26,Sunday,22,25,22,35,7.547357671334388
34.0,4.6,Windy,High,1,Snack,scooter,1.0,No,Urban,34,Wednesday,13,20,13,25,6.217860329667253
29.0,4.7,Fog,Jam,0,Buffet,motorcycle,1.0,Yes,Urban,48,Saturday,20,10,20,25,13.429052145534714
30.0,4.9,Stormy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,44,Friday,21,40,21,50,13.405918573024548
28.0,4.6,Stormy,Jam,0,Drinks,motorcycle,1.0,No,Urban,29,Monday,20,30,20,45,4.560740459631507
34.0,4.6,Stormy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,32,Thursday,18,20,18,35,4.527261449200724
20.0,4.5,Cloudy,Medium,0,Drinks,motorcycle,2.0,No,Metropolitian,42,Sunday,17,50,17,55,17.076725433736602
22.0,4.8,Sunny,Low,1,Buffet,motorcycle,1.0,No,Urban,15,Sunday,10,40,10,45,1.5523182877499084
28.0,4.6,Fog,Jam,1,Drinks,scooter,1.0,No,Metropolitian,40,Wednesday,19,15,19,20,11.00773476374462
21.0,4.9,Cloudy,Low,0,Snack,motorcycle,0.0,No,Metropolitian,15,Sunday,10,50,11,5,3.027094523231802
27.0,4.8,Cloudy,Low,2,Snack,motorcycle,1.0,No,Urban,24,Monday,22,55,23,5,20.50759596974148
23.0,4.8,Sandstorms,High,2,Meal,electric_scooter,1.0,No,Urban,18,Friday,12,30,12,45,6.146764727341459
28.0,4.4,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Urban,15,Saturday,9,40,9,50,3.029537387569692
21.0,4.5,Cloudy,Low,2,Buffet,scooter,0.0,No,Urban,17,Saturday,22,10,22,15,4.674143698976439
29.0,4.4,Windy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,23,Thursday,23,10,23,15,9.177683834695673
24.0,4.7,Fog,Medium,2,Buffet,motorcycle,0.0,No,Metropolitian,15,Sunday,18,15,18,20,7.659703978703409
37.0,4.7,Sandstorms,High,2,Meal,electric_scooter,0.0,No,Metropolitian,25,Sunday,13,35,13,40,5.992109491407673
30.0,4.6,Windy,Low,2,Drinks,scooter,1.0,No,Metropolitian,21,Monday,9,30,9,45,3.0734222587643045
27.0,4.9,Sunny,Jam,2,Snack,scooter,1.0,No,Metropolitian,18,Saturday,19,30,19,40,4.469557550709276
31.0,4.1,Sandstorms,Medium,2,Snack,motorcycle,1.0,No,Metropolitian,34,Monday,17,35,17,45,19.36338289365832
29.0,4.9,Windy,Low,2,Meal,scooter,0.0,No,Metropolitian,11,Sunday,8,25,8,40,1.5100971252582278
31.0,4.3,Fog,Jam,1,Snack,motorcycle,2.0,No,Metropolitian,33,Tuesday,21,30,21,40,9.326872529115304
26.0,4.9,Sandstorms,Medium,2,Meal,scooter,1.0,No,Metropolitian,24,Thursday,17,55,18,10,7.490149938263573
35.0,4.0,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Metropolitian,21,Thursday,9,25,9,40,3.020142428966553
34.0,3.5,Sandstorms,Jam,2,Snack,scooter,1.0,No,Metropolitian,33,Friday,21,5,21,15,13.989532967705534
35.0,4.7,Stormy,Low,2,Snack,scooter,1.0,No,Metropolitian,18,Thursday,23,15,23,20,12.46418980459368
37.0,5.0,Fog,Jam,2,Drinks,scooter,1.0,No,Metropolitian,34,Friday,21,25,21,30,8.938097379311301
21.0,3.8,Sunny,High,0,Drinks,motorcycle,3.0,No,Metropolitian,49,Monday,11,15,11,20,3.104928771230412
21.0,5.0,Stormy,Low,1,Meal,scooter,1.0,No,Metropolitian,15,Wednesday,8,50,9,5,1.5293087736834534
30.0,4.5,Sunny,Jam,2,Drinks,electric_scooter,1.0,No,Urban,27,Friday,21,10,21,25,20.176709024393567
26.0,4.9,Sunny,Jam,2,Snack,scooter,1.0,No,Metropolitian,15,Friday,21,35,21,40,19.661019603214875
25.0,4.8,Cloudy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,16,Saturday,9,35,9,50,3.0407893988053885
36.0,4.3,Stormy,Medium,1,Drinks,scooter,1.0,No,Metropolitian,37,Sunday,17,45,17,50,13.830756172608512
21.0,4.7,Windy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,11,Wednesday,17,10,17,15,7.790424984867288
33.0,4.2,Windy,Jam,0,Buffet,motorcycle,1.0,Yes,Metropolitian,48,Sunday,19,20,19,25,19.97456846935303
34.0,4.9,Sunny,High,0,Snack,motorcycle,0.0,No,Metropolitian,27,Saturday,11,55,12,5,3.116212741612218
21.0,4.8,Fog,Low,1,Snack,scooter,0.0,No,Urban,13,Friday,9,30,9,45,1.5368334425195926
32.0,4.1,Fog,Jam,1,Buffet,motorcycle,3.0,Yes,Metropolitian,48,Saturday,21,15,21,20,20.08073723498421
34.0,4.9,Sunny,Jam,1,Drinks,motorcycle,0.0,No,Metropolitian,23,Thursday,20,50,20,55,4.681649260143025
35.0,4.5,Sandstorms,Medium,2,Meal,electric_scooter,0.0,No,Urban,30,Tuesday,18,5,18,15,13.83000931143171
37.0,4.8,Cloudy,Jam,1,Buffet,scooter,1.0,Yes,Metropolitian,49,Wednesday,20,55,21,5,16.8274727731461
27.0,2.5,Sunny,Low,1,Meal,scooter,0.0,No,Metropolitian,39,Wednesday,23,0,23,10,17.07362495419754
32.0,4.8,Windy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,33,Tuesday,18,45,18,55,16.384366809227615
39.0,4.9,Sunny,Low,0,Meal,motorcycle,1.0,No,Metropolitian,23,Wednesday,8,55,9,5,2.979626144829987
27.0,4.8,Sandstorms,Low,1,Drinks,scooter,1.0,No,Urban,12,Friday,9,40,9,55,1.509467584367178
29.0,4.8,Fog,Medium,1,Meal,scooter,1.0,No,Metropolitian,31,Thursday,17,50,17,55,19.658828717454107
20.0,4.7,Stormy,Jam,0,Buffet,motorcycle,1.0,No,Urban,30,Friday,19,40,19,55,4.610379843931304
32.0,4.6,Sunny,Low,1,Snack,scooter,1.0,No,Metropolitian,18,Sunday,22,55,23,10,19.76237198367898
37.0,4.7,Cloudy,High,1,Drinks,scooter,1.0,No,Metropolitian,25,Saturday,12,25,12,40,6.08091814244962
29.0,4.6,Windy,High,1,Snack,scooter,0.0,No,Metropolitian,12,Thursday,13,15,13,20,6.127106344248052
35.0,5.0,Fog,High,1,Buffet,scooter,2.0,No,Metropolitian,36,Friday,14,20,14,30,6.242081559530653
32.0,4.7,Cloudy,Jam,0,Meal,motorcycle,2.0,No,Metropolitian,42,Saturday,19,35,19,50,12.162418131175954
28.0,4.5,Stormy,Jam,1,Meal,scooter,0.0,No,Urban,12,Monday,21,35,21,45,4.591636071834256
38.0,4.8,Sandstorms,Low,1,Snack,motorcycle,0.0,No,Metropolitian,20,Wednesday,22,50,23,0,17.076490143794658
27.0,4.5,Stormy,Jam,1,Meal,motorcycle,0.0,No,Metropolitian,20,Saturday,22,0,22,10,7.660957436559021
32.0,4.1,Stormy,Jam,0,Drinks,motorcycle,1.0,No,Urban,38,Saturday,20,40,20,50,10.80863037720938
35.0,4.3,Sandstorms,High,0,Drinks,motorcycle,0.0,No,Metropolitian,38,Tuesday,12,40,12,55,5.959032639454782
38.0,5.0,Sunny,High,0,Meal,motorcycle,1.0,No,Metropolitian,20,Tuesday,11,55,12,5,1.5094817638297648
21.0,4.7,Sandstorms,Low,1,Buffet,motorcycle,1.0,No,Urban,16,Friday,23,5,23,15,4.5877613789702085
23.0,4.5,Windy,Jam,2,Meal,electric_scooter,1.0,No,Urban,20,Wednesday,19,25,19,40,12.079886418819733
29.0,5.0,Sunny,High,1,Meal,scooter,0.0,No,Urban,10,Tuesday,11,25,11,35,3.025059809277375
25.0,5.0,Fog,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,47,Sunday,20,50,21,0,13.989532157306371
31.0,4.1,Sandstorms,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,40,Friday,18,30,18,35,19.660674820590277
27.0,4.9,Sandstorms,Jam,2,Drinks,electric_scooter,1.0,No,Metropolitian,24,Thursday,20,50,20,55,7.562414628937605
31.0,4.4,Sandstorms,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,35,Wednesday,21,25,21,35,11.983431370375916
34.0,3.9,Stormy,Jam,1,Buffet,scooter,2.0,No,Metropolitian,36,Sunday,21,5,21,15,14.022182614282944
36.0,4.8,Stormy,Jam,1,Meal,motorcycle,0.0,No,Metropolitian,28,Saturday,19,35,19,40,10.756955716295083
22.0,5.0,Stormy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,24,Friday,20,55,21,5,13.58308621493501
34.0,4.4,Cloudy,Low,0,Meal,motorcycle,2.0,No,Metropolitian,40,Sunday,0,15,0,15,10.86586608780909
26.0,4.3,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Metropolitian,25,Tuesday,10,40,10,55,1.529743511582863
20.0,4.9,Sandstorms,High,1,Buffet,scooter,1.0,No,Metropolitian,26,Saturday,11,35,11,45,3.073687981631253
31.0,4.8,Fog,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,52,Saturday,19,15,19,30,19.83935367946772
27.0,4.6,Fog,Low,2,Meal,motorcycle,1.0,No,Metropolitian,19,Thursday,10,40,10,55,3.064267071068136
26.0,4.5,Fog,Low,2,Drinks,scooter,0.0,No,Metropolitian,11,Monday,9,10,9,15,3.109210739496908
22.0,5.0,Sandstorms,Medium,2,Snack,scooter,1.0,No,Metropolitian,27,Monday,15,10,15,15,6.23280716086554
33.0,5.0,Fog,Medium,0,Drinks,motorcycle,2.0,No,Metropolitian,32,Thursday,17,50,17,55,7.648947507755509
33.0,4.6,Sandstorms,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,30,Monday,18,30,18,40,13.583078662317009
21.0,4.1,Stormy,Low,0,Snack,motorcycle,0.0,No,Metropolitian,19,Thursday,10,45,10,50,3.145067434621583
34.0,5.0,Sunny,Jam,0,Buffet,motorcycle,1.0,No,Urban,27,Tuesday,20,20,20,35,20.857115324129595
36.0,3.6,Sandstorms,Jam,2,Meal,motorcycle,1.0,No,Metropolitian,43,Wednesday,21,45,21,55,12.350452449574242
23.0,4.5,Cloudy,Low,2,Snack,scooter,1.0,No,Metropolitian,17,Saturday,8,25,8,30,3.105268883133742
30.0,4.7,Sandstorms,High,2,Snack,scooter,1.0,No,Metropolitian,32,Sunday,11,20,11,35,2.979527470384624
36.0,3.9,Sandstorms,Jam,1,Meal,scooter,1.0,No,Metropolitian,44,Friday,19,15,19,25,12.073402311815224
33.0,4.8,Sunny,High,0,Snack,motorcycle,0.0,No,Metropolitian,27,Tuesday,14,55,15,10,6.128551257919138
37.0,4.2,Stormy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,32,Wednesday,18,15,18,20,13.830282747997192
29.0,4.9,Sunny,Low,0,Snack,motorcycle,0.0,No,Urban,19,Thursday,8,50,8,55,1.5093571915760948
25.0,4.6,Sunny,Medium,0,Buffet,motorcycle,1.0,No,Urban,16,Friday,17,50,18,0,13.63090323633241
34.0,4.2,Windy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,32,Friday,8,20,8,35,1.5525809531926802
20.0,4.9,Windy,Low,1,Snack,motorcycle,0.0,No,Metropolitian,11,Wednesday,9,55,10,5,1.554526675991934
24.0,4.6,Cloudy,High,0,Meal,motorcycle,0.0,No,Metropolitian,23,Tuesday,11,10,11,15,3.0734222587643045
23.0,4.5,Fog,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,49,Sunday,19,40,19,50,12.41963240553105
24.0,4.9,Cloudy,Low,1,Snack,scooter,0.0,No,Urban,11,Tuesday,23,25,23,35,4.663432201620595
38.0,4.7,Windy,High,1,Meal,motorcycle,1.0,No,Metropolitian,28,Tuesday,13,0,13,10,6.290134677634678
24.0,4.7,Sunny,Low,0,Meal,motorcycle,1.0,No,Metropolitian,13,Tuesday,10,15,10,20,3.0734537599377685
38.0,4.5,Sandstorms,Jam,1,Meal,scooter,1.0,No,Urban,26,Wednesday,20,15,20,30,9.074647672837914
25.0,4.7,Windy,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,25,Thursday,18,5,18,15,13.82913165629175
27.0,4.8,Cloudy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,39,Tuesday,19,20,19,25,19.975808791439345
27.0,4.9,Stormy,High,2,Meal,motorcycle,0.0,No,Metropolitian,23,Thursday,11,30,11,35,1.5204186010643506
30.0,4.7,Stormy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,30,Tuesday,19,30,19,35,4.39541794892745
36.0,4.6,Sandstorms,Low,2,Snack,electric_scooter,1.0,No,Metropolitian,25,Saturday,23,20,23,25,16.90381483815878
34.0,3.5,Sandstorms,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,32,Wednesday,20,5,20,15,10.865584127340645
35.0,5.0,Sandstorms,Low,2,Meal,scooter,0.0,No,Urban,24,Friday,22,25,22,40,13.217038837661589
34.0,4.7,Sandstorms,Medium,2,Meal,motorcycle,1.0,No,Metropolitian,28,Saturday,18,20,18,25,4.560961191343599
38.0,4.9,Stormy,Low,2,Drinks,motorcycle,1.0,No,Metropolitian,22,Friday,23,15,23,30,19.76027880154466
33.0,4.1,Stormy,High,0,Buffet,motorcycle,1.0,No,Metropolitian,41,Wednesday,11,45,11,55,3.0597099613184358
39.0,4.1,Windy,Jam,2,Drinks,electric_scooter,1.0,No,Metropolitian,33,Tuesday,20,50,20,55,4.674184358398377
39.0,3.9,Windy,Jam,1,Snack,motorcycle,0.0,No,Metropolitian,41,Wednesday,19,15,19,20,11.90305216689285
38.0,4.9,Fog,Medium,2,Buffet,electric_scooter,1.0,No,Metropolitian,36,Sunday,18,10,18,25,16.384900933459228
34.0,4.7,Sandstorms,Jam,2,Drinks,scooter,1.0,No,Metropolitian,26,Tuesday,21,45,21,55,9.075423573606574
35.0,4.8,Sandstorms,Low,1,Snack,motorcycle,1.0,No,Metropolitian,23,Thursday,23,25,23,35,8.953205389498697
20.0,4.0,Sunny,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,33,Wednesday,19,20,19,30,10.924201728205112
22.0,4.7,Sandstorms,Medium,2,Buffet,scooter,1.0,No,Metropolitian,21,Wednesday,17,55,18,10,4.674341511234465
25.0,4.5,Sandstorms,Low,2,Meal,motorcycle,1.0,No,Metropolitian,19,Monday,23,50,0,0,20.50694414817788
29.0,4.6,Cloudy,Low,1,Snack,motorcycle,0.0,No,Urban,10,Saturday,8,35,8,40,1.5297989528631668
39.0,4.6,Windy,Low,1,Meal,scooter,1.0,No,Metropolitian,26,Friday,22,30,22,35,12.256321133212229
23.0,4.4,Cloudy,Medium,2,Snack,scooter,1.0,No,Metropolitian,37,Saturday,17,40,17,45,13.61116354777465
37.0,4.6,Sunny,High,0,Snack,motorcycle,1.0,No,Metropolitian,26,Monday,13,50,14,0,6.129149863507623
26.0,4.7,Stormy,Jam,1,Buffet,motorcycle,1.0,No,Urban,11,Friday,21,40,21,55,4.66364460686909
36.0,4.9,Sunny,Low,0,Snack,motorcycle,0.0,No,Metropolitian,20,Tuesday,8,15,8,30,3.1045718665451782
20.0,4.9,Stormy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,34,Friday,20,10,20,20,14.15280068944862
38.0,4.4,Cloudy,Jam,2,Drinks,motorcycle,1.0,No,Metropolitian,39,Wednesday,20,15,20,20,13.583267699065033
36.0,4.6,Cloudy,Jam,0,Buffet,motorcycle,1.0,No,Semi-Urban,54,Tuesday,20,0,20,10,11.00773476374462
37.0,5.0,Sandstorms,High,0,Drinks,motorcycle,0.0,No,Urban,31,Friday,14,55,15,10,6.209442398392529
34.0,4.8,Windy,High,0,Meal,motorcycle,1.0,No,Metropolitian,37,Friday,11,55,12,5,1.552293346166142
26.0,4.8,Cloudy,Low,1,Meal,motorcycle,1.0,No,Urban,12,Thursday,23,25,23,30,9.435201537430713
22.0,4.7,Stormy,Jam,0,Snack,motorcycle,2.0,No,Metropolitian,39,Wednesday,19,55,20,5,4.658009301231346
21.0,4.5,Cloudy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,28,Wednesday,19,25,19,35,7.682703792667339
38.0,3.9,Stormy,Jam,1,Meal,motorcycle,0.0,No,Metropolitian,42,Sunday,19,10,19,20,12.100062421152574
30.0,4.7,Cloudy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,31,Tuesday,20,5,20,15,4.657952854119435
26.0,4.7,Sandstorms,Jam,2,Snack,scooter,0.0,No,Metropolitian,20,Sunday,22,5,22,15,20.181161774852512
24.0,4.6,Sunny,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,21,Thursday,21,35,21,45,16.824864367093813
36.0,4.6,Windy,High,0,Drinks,motorcycle,1.0,No,Metropolitian,44,Wednesday,11,25,11,30,1.529622754840466
23.0,4.6,Fog,High,1,Meal,scooter,0.0,No,Urban,26,Monday,14,25,14,35,6.147127365910596
35.0,4.3,Stormy,Jam,2,Drinks,scooter,1.0,No,Urban,32,Tuesday,20,20,20,25,13.611428630407849
33.0,4.8,Sunny,Medium,2,Buffet,scooter,1.0,No,Metropolitian,19,Monday,17,10,17,20,16.476437954273965
34.0,5.0,Fog,Medium,1,Buffet,motorcycle,3.0,No,Metropolitian,44,Saturday,17,40,17,50,12.234822044206023
39.0,4.7,Windy,Low,2,Meal,motorcycle,0.0,No,Metropolitian,20,Tuesday,22,15,22,25,7.760775621293676
24.0,4.1,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Urban,24,Saturday,10,10,10,15,1.5302997807730143
24.0,4.9,Sandstorms,High,2,Snack,scooter,1.0,No,Urban,21,Wednesday,12,0,12,10,3.1161417126181274
38.0,4.5,Stormy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,30,Friday,19,50,20,5,12.256321133212229
35.0,4.1,Windy,Medium,1,Snack,motorcycle,2.0,No,Metropolitian,34,Wednesday,18,55,19,10,12.463970105023904
28.0,4.7,Stormy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,31,Thursday,21,10,21,15,14.15280068944862
27.0,4.7,Fog,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,43,Wednesday,18,15,18,25,10.587145367062044
20.0,4.9,Fog,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,36,Tuesday,19,35,19,50,12.435540495461442
35.0,4.6,Fog,Medium,2,Meal,scooter,0.0,No,Metropolitian,15,Sunday,18,10,18,15,9.05610943030204
21.0,4.8,Sandstorms,Medium,0,Drinks,motorcycle,1.0,No,Urban,21,Saturday,18,10,18,20,9.219708856174128
32.0,5.0,Cloudy,High,1,Drinks,motorcycle,1.0,No,Urban,27,Saturday,11,50,11,55,3.02515336688674
32.0,4.8,Sunny,High,0,Drinks,motorcycle,1.0,No,Metropolitian,20,Tuesday,12,10,12,20,6.146925931738804
20.0,5.0,Fog,Low,2,Meal,scooter,1.0,No,Metropolitian,18,Sunday,10,25,10,35,1.5725337292863206
